Channel	Type	Level 1	Level 2	Level 3	Level 4	Level 5	Level 6	Priority	Progress	Start	Due	Duration (Days)	Milestone	Resources
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Inteligencia Artificial											
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Apple	Ipad										
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Apple	Ebook										
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Apple	Macbook										
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Apple	Imac										
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Apple	Iphone										
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Innovación, Novedad											
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Invención, invento, inventiva											
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Teléfono, Tel	Móvil, Mobile										
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Teléfono, Tel	Fijo										
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Electrónica											
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Computadora, Ordenador, PC, Máquina											
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Notebook, Laptop, Computadora portatil											
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Tablet											
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Computación	Ciencias de la Computación										
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Hackeo, Hacker											
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Hardware											
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Software											
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	WiFi											
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Redes, Red, Net	Internet										
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Redes, Red, Net	Intranet										
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Redes, Red, Net	LAN										
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Redes, Red, Net	WAN										
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Redes, Red, Net	MAN										
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Redes, Red, Net	WLAN										
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Redes, Red, Net	WMAN										
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Redes, Red, Net	PAN										
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Redes, Red, Net	SAN										
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Redes, Red, Net	CAN										
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Redes sociales	YouTube										
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Redes sociales	Twiter										
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Redes sociales	Linkedin										
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Redes sociales	Facebook										
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Redes sociales	Flickr										
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Redes sociales	Google										
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Redes sociales	MSN										
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Redes sociales	MySpace										
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Redes sociales	Instagram										
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Redes sociales	Whatsapp										
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Sistema operativo	Computadora, Ordenador, PC, Máquina	Windows									
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Sistema operativo	Computadora, Ordenador, PC, Máquina	Mac OS, OSX									
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Sistema operativo	Computadora, Ordenador, PC, Máquina	Unix									
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Sistema operativo	Computadora, Ordenador, PC, Máquina	Linux	Debian								
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Sistema operativo	Computadora, Ordenador, PC, Máquina	Linux	Mandriva								
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Sistema operativo	Computadora, Ordenador, PC, Máquina	Linux	Puppy								
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Sistema operativo	Computadora, Ordenador, PC, Máquina	Linux	SUSE								
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Sistema operativo	Computadora, Ordenador, PC, Máquina	Linux	Kali Linux								
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Sistema operativo	Computadora, Ordenador, PC, Máquina	Linux	OpenSUSE								
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Sistema operativo	Computadora, Ordenador, PC, Máquina	Linux	Tuquito								
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Sistema operativo	Computadora, Ordenador, PC, Máquina	Linux	Fedora								
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Sistema operativo	Computadora, Ordenador, PC, Máquina	Linux	Sabayon								
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Sistema operativo	Computadora, Ordenador, PC, Máquina	Linux	Ubuntu								
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Sistema operativo	Computadora, Ordenador, PC, Máquina	Solaris									
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Sistema operativo	Computadora, Ordenador, PC, Máquina	FreeBSD									
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Sistema operativo	Computadora, Ordenador, PC, Máquina	OpenBSD									
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Sistema operativo	Computadora, Ordenador, PC, Máquina	Google Chrome OS									
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Sistema operativo	Computadora, Ordenador, PC, Máquina	Wave OS									
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Sistema operativo	Computadora, Ordenador, PC, Máquina	Haiku (BeOS)									
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Sistema operativo	Computadora, Ordenador, PC, Máquina	Plan 9									
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Sistema operativo	Computadora, Ordenador, PC, Máquina	Freespire									
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Sistema operativo	Computadora, Ordenador, PC, Máquina	HP-UX									
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Sistema operativo	Computadora, Ordenador, PC, Máquina	ReactOS									
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Sistema operativo	Computadora, Ordenador, PC, Máquina	BeOS									
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Sistema operativo	Computadora, Ordenador, PC, Máquina	Android PC									
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Sistema operativo	Móvil, Mobile	Android									
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Sistema operativo	Móvil, Mobile	iOS									
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Sistema operativo	Móvil, Mobile	Bada									
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Sistema operativo	Móvil, Mobile	BlackBerry OS									
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Sistema operativo	Móvil, Mobile	BlackBerry 10									
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Sistema operativo	Móvil, Mobile	Windows Phone									
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Sistema operativo	Móvil, Mobile	Windows 10 Mobile									
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Sistema operativo	Móvil, Mobile	Symbian OS									
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Sistema operativo	Móvil, Mobile	HP webOS									
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Sistema operativo	Móvil, Mobile	Firefox OS									
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Sistema operativo	Móvil, Mobile	Ubuntu Phone OS									
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Sistema operativo	Móvil, Mobile	Tizen									
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Sistema operativo	Móvil, Mobile	Asha Platform									
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Sistema operativo	Móvil, Mobile	Palm OS									
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Sistema operativo	Móvil, Mobile	WebOS									
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Sistema operativo	Móvil, Mobile	CyanogenMod									
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Sistema operativo	Móvil, Mobile	Lineage OS									
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Televisión, Televisor, TV, Tele											
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Audio, Sonido											
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Video											
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Videojuegos, Video Juegos, Videogames, Video games											
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Virus											
Conocimiento	Vida y Conocimiento	Tecnología, Tecno	Seguridad											
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Hardware	Televisión, Televisor, TV, Tele, Monitor										
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Hardware	Audio, Sonido										
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Hardware	Video										
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Hardware	Videojuegos, Video Juegos, Videogames, Video games										
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Hardware	Impresora										
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Hardware	Tablet										
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Hardware	Computadora, Ordenador, PC, Máquina										
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Hardware	Notebook, Laptop, Computadora portatil										
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Hardware	Tablet										
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Hardware	Teléfono, Tel	Móvil, Mobile									
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Hardware	Teléfono, Tel	Fijo									
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Hardware	Apple	Ipad									
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Hardware	Apple	Ebook									
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Hardware	Apple	Macbook									
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Hardware	Apple	Imac									
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Hardware	Apple	Iphone									
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Software	Sistema operativo	Windows									
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Software	Sistema operativo	Mac OS, OSX									
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Software	Sistema operativo	Unix									
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Software	Sistema operativo	Linux	Debian								
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Software	Sistema operativo	Linux	Mandriva								
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Software	Sistema operativo	Linux	Puppy								
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Software	Sistema operativo	Linux	SUSE								
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Software	Sistema operativo	Linux	Kali Linux								
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Software	Sistema operativo	Linux	OpenSUSE								
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Software	Sistema operativo	Linux	Tuquito								
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Software	Sistema operativo	Linux	Fedora								
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Software	Sistema operativo	Linux	Sabayon								
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Software	Sistema operativo	Linux	Ubuntu								
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Software	Sistema operativo	Solaris									
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Software	Sistema operativo	FreeBSD									
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Software	Sistema operativo	OpenBSD									
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Software	Sistema operativo	Google Chrome OS									
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Software	Sistema operativo	Wave OS									
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Software	Sistema operativo	Haiku (BeOS)									
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Software	Sistema operativo	Plan 9									
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Software	Sistema operativo	Freespire									
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Software	Sistema operativo	HP-UX									
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Software	Sistema operativo	ReactOS									
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Software	Sistema operativo	BeOS									
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Software	Sistema operativo	Android PC									
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Software	Sistema operativo	Android									
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Software	Sistema operativo	iOS									
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Software	Sistema operativo	Bada									
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Software	Sistema operativo	BlackBerry OS									
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Software	Sistema operativo	BlackBerry 10									
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Software	Sistema operativo	Windows Phone									
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Software	Sistema operativo	Windows 10 Mobile									
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Software	Sistema operativo	Symbian OS									
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Software	Sistema operativo	HP webOS									
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Software	Sistema operativo	Firefox OS									
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Software	Sistema operativo	Ubuntu Phone OS									
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Software	Sistema operativo	Tizen									
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Software	Sistema operativo	Asha Platform									
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Software	Sistema operativo	Palm OS									
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Software	Sistema operativo	WebOS									
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Software	Sistema operativo	CyanogenMod									
Conocimiento	Vida y Conocimiento	Reparar, Restaurar, Arreglar, Configurar	Software	Sistema operativo	Lineage OS									
Conocimiento	Vida y Conocimiento	Bebidas	Con alcohol	Tragos, Cockteles	Mojito									
Conocimiento	Vida y Conocimiento	Bebidas	Con alcohol	Tragos, Cockteles	Blue Hawaii									
Conocimiento	Vida y Conocimiento	Bebidas	Con alcohol	Tragos, Cockteles	Daiquiri									
Conocimiento	Vida y Conocimiento	Bebidas	Con alcohol	Tragos, Cockteles	Margarita									
Conocimiento	Vida y Conocimiento	Bebidas	Con alcohol	Tragos, Cockteles	Caipirinha									
Conocimiento	Vida y Conocimiento	Bebidas	Con alcohol	Tragos, Cockteles	Coco Loco									
Conocimiento	Vida y Conocimiento	Bebidas	Con alcohol	Tragos, Cockteles	Manhattan									
Conocimiento	Vida y Conocimiento	Bebidas	Con alcohol	Tragos, Cockteles	Gintonic									
Conocimiento	Vida y Conocimiento	Bebidas	Con alcohol	Tragos, Cockteles	Tom Collins									
Conocimiento	Vida y Conocimiento	Bebidas	Con alcohol	Tragos, Cockteles	Negroni									
Conocimiento	Vida y Conocimiento	Bebidas	Con alcohol	Tragos, Cockteles	Sangría									
Conocimiento	Vida y Conocimiento	Bebidas	Con alcohol	Tragos, Cockteles	Piña Colada									
Conocimiento	Vida y Conocimiento	Bebidas	Con alcohol	Tragos, Cockteles	Martini									
Conocimiento	Vida y Conocimiento	Bebidas	Con alcohol	Tragos, Cockteles	Baileys									
Conocimiento	Vida y Conocimiento	Bebidas	Con alcohol	Tragos, Cockteles	Caipiroska									
Conocimiento	Vida y Conocimiento	Bebidas	Con alcohol	Tragos, Cockteles	Destornillador									
Conocimiento	Vida y Conocimiento	Bebidas	Con alcohol	Tragos, Cockteles	Piel de iguana									
Conocimiento	Vida y Conocimiento	Bebidas	Con alcohol	Vino	Reserva									
Conocimiento	Vida y Conocimiento	Bebidas	Con alcohol	Vino	Tinto									
Conocimiento	Vida y Conocimiento	Bebidas	Con alcohol	Vino	Blanco									
Conocimiento	Vida y Conocimiento	Bebidas	Con alcohol	Vino	Malbec									
Conocimiento	Vida y Conocimiento	Bebidas	Con alcohol	Vino	Merlot									
Conocimiento	Vida y Conocimiento	Bebidas	Con alcohol	Vino	Syra									
Conocimiento	Vida y Conocimiento	Bebidas	Con alcohol	Vino	Cabernet, Cabernet Savignon									
Conocimiento	Vida y Conocimiento	Bebidas	Con alcohol	Vino	Tannat									
Conocimiento	Vida y Conocimiento	Bebidas	Con alcohol	Vino	Bonarda									
Conocimiento	Vida y Conocimiento	Bebidas	Con alcohol	Cerveza	Rubia									
Conocimiento	Vida y Conocimiento	Bebidas	Con alcohol	Cerveza	Roja, Red									
Conocimiento	Vida y Conocimiento	Bebidas	Con alcohol	Cerveza	Negra									
Conocimiento	Vida y Conocimiento	Bebidas	Con alcohol	Champagne										
Conocimiento	Vida y Conocimiento	Bebidas	Con alcohol	Espumante										
Conocimiento	Vida y Conocimiento	Bebidas	Con alcohol	Fernet										
Conocimiento	Vida y Conocimiento	Bebidas	Con alcohol	Tequila										
Conocimiento	Vida y Conocimiento	Bebidas	Con alcohol	Pisco										
Conocimiento	Vida y Conocimiento	Bebidas	Con alcohol	Whisky										
Conocimiento	Vida y Conocimiento	Bebidas	Con alcohol	Coñac										
Conocimiento	Vida y Conocimiento	Bebidas	Con alcohol	Vodka										
Conocimiento	Vida y Conocimiento	Bebidas	Con alcohol	Ron										
Conocimiento	Vida y Conocimiento	Bebidas	Con alcohol	Ginebra										
Conocimiento	Vida y Conocimiento	Bebidas	Sin alcohol	Tragos, Cockteles	San Francisco									
Conocimiento	Vida y Conocimiento	Bebidas	Sin alcohol	Tragos, Cockteles	Roy Rogers									
Conocimiento	Vida y Conocimiento	Bebidas	Sin alcohol	Tragos, Cockteles	Sorbete de Naranja									
Conocimiento	Vida y Conocimiento	Bebidas	Sin alcohol	Tragos, Cockteles	Kiwi Soda									
Conocimiento	Vida y Conocimiento	Bebidas	Sin alcohol	Tragos, Cockteles	Shanghai									
Conocimiento	Vida y Conocimiento	Bebidas	Sin alcohol	Tragos, Cockteles	Orgullo Puritano									
Conocimiento	Vida y Conocimiento	Bebidas	Sin alcohol	Tragos, Cockteles	Agua de Jamaica									
Conocimiento	Vida y Conocimiento	Bebidas	Sin alcohol	Tragos, Cockteles	Iced Tea									
Conocimiento	Vida y Conocimiento	Bebidas	Sin alcohol	Tragos, Cockteles	Tropical Cooler									
Conocimiento	Vida y Conocimiento	Bebidas	Sin alcohol	Tragos, Cockteles	Destornillador									
Conocimiento	Vida y Conocimiento	Bebidas	Sin alcohol	Tragos, Cockteles	Mojito									
Conocimiento	Vida y Conocimiento	Bebidas	Sin alcohol	Tragos, Cockteles	Pato Donal									
Conocimiento	Vida y Conocimiento	Bebidas	Sin alcohol	Té										
Conocimiento	Vida y Conocimiento	Bebidas	Sin alcohol	Café										
Conocimiento	Vida y Conocimiento	Bebidas	Sin alcohol	Gaseosas										
Conocimiento	Vida y Conocimiento	Bebidas	Sin alcohol	Jugos										
Conocimiento	Vida y Conocimiento	Bebidas	Sin alcohol	Aperitivos										
Conocimiento	Vida y Conocimiento	Gastronomía	Naturista, Comida Sana, Comida Saludable											
Conocimiento	Vida y Conocimiento	Gastronomía	Vegetariana											
Conocimiento	Vida y Conocimiento	Gastronomía	Vegana											
Conocimiento	Vida y Conocimiento	Gastronomía	Frugívora											
Conocimiento	Vida y Conocimiento	Gastronomía	Macrobiótica											
Conocimiento	Vida y Conocimiento	Gastronomía	Cocina	Étnica										
Conocimiento	Vida y Conocimiento	Gastronomía	Cocina	Nouvelle cuisine										
Conocimiento	Vida y Conocimiento	Gastronomía	Cocina	Tradicional										
Conocimiento	Vida y Conocimiento	Gastronomía	Cocina	Alta cocina										
Conocimiento	Vida y Conocimiento	Gastronomía	Cocina	Fusión										
Conocimiento	Vida y Conocimiento	Gastronomía	Cocina	De vanguardia										
Conocimiento	Vida y Conocimiento	Gastronomía	Cocina	Internacional										
Conocimiento	Vida y Conocimiento	Gastronomía	Comidas festivas											
Conocimiento	Vida y Conocimiento	Gastronomía	Recetas											
Conocimiento	Vida y Conocimiento	Gastronomía	Repostería											
Conocimiento	Vida y Conocimiento	Gastronomía	Nutrición											
Conocimiento	Vida y Conocimiento	Gastronomía	Slow Food											
Conocimiento	Vida y Conocimiento	Gastronomía	Fast Food											
Conocimiento	Vida y Conocimiento	Gastronomía	Mood Food											
Conocimiento	Vida y Conocimiento	Gastronomía	Especias, Hierbas 											
Conocimiento	Vida y Conocimiento	Gastronomía	Semillas											
Conocimiento	Vida y Conocimiento	Gastronomía	Cualidades de los alimentos											
Vida	Vida y Conocimiento	Belleza, Estilo	Imagen, Figura											
Vida	Vida y Conocimiento	Belleza, Estilo	Peso											
Vida	Vida y Conocimiento	Belleza, Estilo	Estética											
Vida	Vida y Conocimiento	Belleza, Estilo	Cabello, Pelo, Capilar	Peinados										
