Channel	Type	Level 1	Level 2	Level 3	Level 4	Level 5	Level 6	Priority	Progress	Start	Due	Duration (Days)	Milestone	Resources
Vida	Vida y Conocimiento	Salud	Enfermedades	Pediátricas	Gastroenteritis									
Vida	Vida y Conocimiento	Salud	Enfermedades	Pediátricas	Hiperactividad (TDAH)									
Vida	Vida y Conocimiento	Salud	Enfermedades	Pediátricas	Hipoacusia									
Vida	Vida y Conocimiento	Salud	Enfermedades	Pediátricas	Impétigo									
Vida	Vida y Conocimiento	Salud	Enfermedades	Pediátricas	Meningitis									
Vida	Vida y Conocimiento	Salud	Enfermedades	Pediátricas	Microcefalia									
Vida	Vida y Conocimiento	Salud	Enfermedades	Pediátricas	Norovirus									
Vida	Vida y Conocimiento	Salud	Enfermedades	Pediátricas	Obesidad infantil									
Vida	Vida y Conocimiento	Salud	Enfermedades	Pediátricas	Otitis									
Vida	Vida y Conocimiento	Salud	Enfermedades	Pediátricas	Poliomielitis									
Vida	Vida y Conocimiento	Salud	Enfermedades	Pediátricas	Rubéola									
Vida	Vida y Conocimiento	Salud	Enfermedades	Pediátricas	Sarampión									
Vida	Vida y Conocimiento	Salud	Enfermedades	Pediátricas	Síndrome de Reye									
Vida	Vida y Conocimiento	Salud	Enfermedades	Pediátricas	Síndrome de Sanfilippo									
Vida	Vida y Conocimiento	Salud	Enfermedades	Pediátricas	Tos ferina									
Vida	Vida y Conocimiento	Salud	Enfermedades	Pediátricas	Varicela									
Vida	Vida y Conocimiento	Salud	Enfermedades	Respiratorias	Alergia									
Vida	Vida y Conocimiento	Salud	Enfermedades	Respiratorias	Apnea del sueño									
Vida	Vida y Conocimiento	Salud	Enfermedades	Respiratorias	Asma									
Vida	Vida y Conocimiento	Salud	Enfermedades	Respiratorias	Atragantamiento									
Vida	Vida y Conocimiento	Salud	Enfermedades	Respiratorias	Bronquiectasias									
Vida	Vida y Conocimiento	Salud	Enfermedades	Respiratorias	Bronquiolitis obliterante									
Vida	Vida y Conocimiento	Salud	Enfermedades	Respiratorias	Bronquitis									
Vida	Vida y Conocimiento	Salud	Enfermedades	Respiratorias	Catarro									
Vida	Vida y Conocimiento	Salud	Enfermedades	Respiratorias	Congestión nasal									
Vida	Vida y Conocimiento	Salud	Enfermedades	Respiratorias	Edema pulmonar									
Vida	Vida y Conocimiento	Salud	Enfermedades	Respiratorias	EPOC									
Vida	Vida y Conocimiento	Salud	Enfermedades	Respiratorias	Faringitis									
Vida	Vida y Conocimiento	Salud	Enfermedades	Respiratorias	Fibrosis quística									
Vida	Vida y Conocimiento	Salud	Enfermedades	Respiratorias	Gripe									
Vida	Vida y Conocimiento	Salud	Enfermedades	Respiratorias	Hantavirus									
Vida	Vida y Conocimiento	Salud	Enfermedades	Respiratorias	Laringitis									
Vida	Vida y Conocimiento	Salud	Enfermedades	Respiratorias	Legionella									
Vida	Vida y Conocimiento	Salud	Enfermedades	Respiratorias	Mal agudo de montaña									
Vida	Vida y Conocimiento	Salud	Enfermedades	Respiratorias	MERS									
Vida	Vida y Conocimiento	Salud	Enfermedades	Respiratorias	Neumonía									
Vida	Vida y Conocimiento	Salud	Enfermedades	Respiratorias	Neumotórax									
Vida	Vida y Conocimiento	Salud	Enfermedades	Respiratorias	Rinitis									
Vida	Vida y Conocimiento	Salud	Enfermedades	Respiratorias	Sinusitis									
Vida	Vida y Conocimiento	Salud	Enfermedades	Respiratorias	Tos ferina									
Vida	Vida y Conocimiento	Salud	Enfermedades	Respiratorias	Traqueítis									
Vida	Vida y Conocimiento	Salud	Enfermedades	Respiratorias	Tromboembolismo pulmonar									
Vida	Vida y Conocimiento	Salud	Enfermedades	Reumáticas	Artritis reumatoide									
Vida	Vida y Conocimiento	Salud	Enfermedades	Reumáticas	Artrosis									
Vida	Vida y Conocimiento	Salud	Enfermedades	Reumáticas	Enfermedad de Behçet									
Vida	Vida y Conocimiento	Salud	Enfermedades	Reumáticas	Espondilitis anquilosante									
Vida	Vida y Conocimiento	Salud	Enfermedades	Reumáticas	Fibromialgia									
Vida	Vida y Conocimiento	Salud	Enfermedades	Reumáticas	Gota									
Vida	Vida y Conocimiento	Salud	Enfermedades	Reumáticas	Juanetes									
Vida	Vida y Conocimiento	Salud	Enfermedades	Reumáticas	Lumbalgia									
Vida	Vida y Conocimiento	Salud	Enfermedades	Reumáticas	Lupus									
Vida	Vida y Conocimiento	Salud	Enfermedades	Reumáticas	Osteoporosis									
Vida	Vida y Conocimiento	Salud	Enfermedades	Reumáticas	Rizartrosis									
Vida	Vida y Conocimiento	Salud	Enfermedades	Reumáticas	Sarcoidosis									
Vida	Vida y Conocimiento	Salud	Enfermedades	Reumáticas	Síndrome del túnel carpiano									
Vida	Vida y Conocimiento	Salud	Enfermedades	Urológicas	Balanitis									
Vida	Vida y Conocimiento	Salud	Enfermedades	Urológicas	Cáncer de próstata									
Vida	Vida y Conocimiento	Salud	Enfermedades	Urológicas	Cáncer de vejiga									
Vida	Vida y Conocimiento	Salud	Enfermedades	Urológicas	Chancroide									
Vida	Vida y Conocimiento	Salud	Enfermedades	Urológicas	Cistitis									
Vida	Vida y Conocimiento	Salud	Enfermedades	Urológicas	Cólico nefrítico									
Vida	Vida y Conocimiento	Salud	Enfermedades	Urológicas	Disfunción eréctil									
Vida	Vida y Conocimiento	Salud	Enfermedades	Urológicas	Enfermedad de La Peyronie									
Vida	Vida y Conocimiento	Salud	Enfermedades	Urológicas	Eyaculación precoz									
Vida	Vida y Conocimiento	Salud	Enfermedades	Urológicas	Hiperplasia benigna de próstata									
Vida	Vida y Conocimiento	Salud	Enfermedades	Urológicas	Infecciones urinarias									
Vida	Vida y Conocimiento	Salud	Enfermedades	Urológicas	Litiasis biliar									
Vida	Vida y Conocimiento	Salud	Enfermedades	Urológicas	Micoplasma genital									
Vida	Vida y Conocimiento	Salud	Enfermedades	Urológicas	Orquitis									
Vida	Vida y Conocimiento	Salud	Enfermedades	Urológicas	Pielonefritis									
Vida	Vida y Conocimiento	Salud	Enfermedades	Urológicas	Priapismo									
Vida	Vida y Conocimiento	Salud	Enfermedades	Urológicas	Prostatitis									
Vida	Vida y Conocimiento	Salud	Enfermedades	Urológicas	Uretritis									
Vida	Vida y Conocimiento	Salud	Enfermedades	Urológicas	Varicocele									
Vida	Vida y Conocimiento	Salud	Enfermedades	Embarazo	Citomegalovirus									
Vida	Vida y Conocimiento	Salud	Enfermedades	Embarazo	Diabetes gestacional									
Vida	Vida y Conocimiento	Salud	Enfermedades	Embarazo	Listeriosis									
Vida	Vida y Conocimiento	Salud	Enfermedades	Embarazo	Miomatosis uterina									
Vida	Vida y Conocimiento	Salud	Enfermedades	Embarazo	Rubéola									
Vida	Vida y Conocimiento	Salud	Enfermedades	Embarazo	Toxoplasmosis									
Vida	Vida y Conocimiento	Salud	Enfermedades	Embarazo	Virus Zika									
Vida	Vida y Conocimiento	Salud	Enfermedades	Oido	Colesteatoma									
Vida	Vida y Conocimiento	Salud	Enfermedades	Oido	Hipoacusia									
Vida	Vida y Conocimiento	Salud	Enfermedades	Oido	Otitis									
Vida	Vida y Conocimiento	Salud	Enfermedades	Oido	Presbiacusia									
Vida	Vida y Conocimiento	Salud	Enfermedades	Oido	Tinnitus									
Vida	Vida y Conocimiento	Salud	Enfermedades	Oido	Vértigo									
Vida	Vida y Conocimiento	Salud	Enfermedades	Cancer	Cáncer de cabeza y cuello									
Vida	Vida y Conocimiento	Salud	Enfermedades	Cancer	Cáncer de colon									
Vida	Vida y Conocimiento	Salud	Enfermedades	Cancer	Cáncer de cuello de útero									
Vida	Vida y Conocimiento	Salud	Enfermedades	Cancer	Cáncer de esófago									
Vida	Vida y Conocimiento	Salud	Enfermedades	Cancer	Cáncer de estómago									
Vida	Vida y Conocimiento	Salud	Enfermedades	Cancer	Cáncer de hígado									
Vida	Vida y Conocimiento	Salud	Enfermedades	Cancer	Cáncer de laringe									
Vida	Vida y Conocimiento	Salud	Enfermedades	Cancer	Cáncer de mama									
Vida	Vida y Conocimiento	Salud	Enfermedades	Cancer	Cáncer de ovario									
Vida	Vida y Conocimiento	Salud	Enfermedades	Cancer	Cáncer de páncreas									
Vida	Vida y Conocimiento	Salud	Enfermedades	Cancer	Cáncer de pene									
Vida	Vida y Conocimiento	Salud	Enfermedades	Cancer	Cáncer de piel									
Vida	Vida y Conocimiento	Salud	Enfermedades	Cancer	Cáncer de próstata									
Vida	Vida y Conocimiento	Salud	Enfermedades	Cancer	Cáncer de pulmón									
Vida	Vida y Conocimiento	Salud	Enfermedades	Cancer	Cáncer de riñón									
Vida	Vida y Conocimiento	Salud	Enfermedades	Cancer	Cáncer de testículo									
Vida	Vida y Conocimiento	Salud	Enfermedades	Cancer	Cáncer de tiroides									
Vida	Vida y Conocimiento	Salud	Enfermedades	Cancer	Cáncer de vejiga									
Vida	Vida y Conocimiento	Salud	Enfermedades	Cancer	Cáncer oral									
Vida	Vida y Conocimiento	Salud	Enfermedades	Cancer	Cáncer óseo									
Vida	Vida y Conocimiento	Salud	Enfermedades	Cancer	Leucemia									
Vida	Vida y Conocimiento	Salud	Enfermedades	Cancer	Melanoma									
Vida	Vida y Conocimiento	Salud	Enfermedades	Cancer	Mesotelioma									
Vida	Vida y Conocimiento	Salud	Enfermedades	Cancer	Mieloma múltiple									
Vida	Vida y Conocimiento	Salud	Enfermedades	Cancer	Sarcoma de tejidos blandos									
Vida	Vida y Conocimiento	Salud	Enfermedades	Cancer	Tumores cerebrales									
Vida	Vida y Conocimiento	Salud	Medicina Alternativa											
Vida	Vida y Conocimiento	Luchas	Adicciones, Dependencias	Alcoholismo, Alcohólico, Alcohólica, Mamado, Mamada, Alcohol, Borrachera, Borracho, Borracha, Embriaguez, Embriagado, Embriagada, Bebedor, Bebedora										
Vida	Vida y Conocimiento	Luchas	Adicciones, Dependencias	Tabaquismo, Tabaco, Nicotina, Fumador, Fumadora, cigarro, cigarrillo, puro, pitillo, faso, habano										
Vida	Vida y Conocimiento	Luchas	Adicciones, Dependencias	Drogadicción, Drogodependencia, Toxicomanía, Drogadicto, Drogadicta	Cocaína, Cocainómano, Cocainómana									
Vida	Vida y Conocimiento	Luchas	Adicciones, Dependencias	Drogadicción, Drogodependencia, Toxicomanía, Drogadicto, Drogadicta	Metanfetaminas									
Vida	Vida y Conocimiento	Luchas	Adicciones, Dependencias	Drogadicción, Drogodependencia, Toxicomanía, Drogadicto, Drogadicta	Morfina, Morfinómano									
Vida	Vida y Conocimiento	Luchas	Adicciones, Dependencias	Drogadicción, Drogodependencia, Toxicomanía, Drogadicto, Drogadicta	Barbitúricos									
Vida	Vida y Conocimiento	Luchas	Adicciones, Dependencias	Drogadicción, Drogodependencia, Toxicomanía, Drogadicto, Drogadicta	Marihuana, cannabis									
Vida	Vida y Conocimiento	Luchas	Adicciones, Dependencias	Drogadicción, Drogodependencia, Toxicomanía, Drogadicto, Drogadicta	Hachís									
Vida	Vida y Conocimiento	Luchas	Adicciones, Dependencias	Drogadicción, Drogodependencia, Toxicomanía, Drogadicto, Drogadicta	Extasis									
Vida	Vida y Conocimiento	Luchas	Adicciones, Dependencias	Drogadicción, Drogodependencia, Toxicomanía, Drogadicto, Drogadicta	Heroína									
Vida	Vida y Conocimiento	Luchas	Adicciones, Dependencias	Drogadicción, Drogodependencia, Toxicomanía, Drogadicto, Drogadicta	Tranquilizantes									
Vida	Vida y Conocimiento	Luchas	Adicciones, Dependencias	Drogadicción, Drogodependencia, Toxicomanía, Drogadicto, Drogadicta	Anfetaminas									
Vida	Vida y Conocimiento	Luchas	Adicciones, Dependencias	Drogadicción, Drogodependencia, Toxicomanía, Drogadicto, Drogadicta	Lsd									
Vida	Vida y Conocimiento	Luchas	Adicciones, Dependencias	Drogadicción, Drogodependencia, Toxicomanía, Drogadicto, Drogadicta	Drogas sintéticas									
Vida	Vida y Conocimiento	Luchas	Adicciones, Dependencias	Drogadicción, Drogodependencia, Toxicomanía, Drogadicto, Drogadicta	Benzodiacepinas									
Vida	Vida y Conocimiento	Luchas	Adicciones, Dependencias	Drogadicción, Drogodependencia, Toxicomanía, Drogadicto, Drogadicta	Hipnóticos									
Vida	Vida y Conocimiento	Luchas	Adicciones, Dependencias	Drogadicción, Drogodependencia, Toxicomanía, Drogadicto, Drogadicta	Alucinógenos									
Vida	Vida y Conocimiento	Luchas	Adicciones, Dependencias	Drogadicción, Drogodependencia, Toxicomanía, Drogadicto, Drogadicta	Cafeína, Café									
Vida	Vida y Conocimiento	Luchas	Adicciones, Dependencias	Ludopatía, Ludópata, Juego										
Vida	Vida y Conocimiento	Luchas	Adicciones, Dependencias	Trabajo, Laburo, Labor, Ocupación, Oficio, Chamba										
Vida	Vida y Conocimiento	Luchas	Adicciones, Dependencias	Compras, Comprar, Gastar 										
Vida	Vida y Conocimiento	Luchas	Violencia, Maltrato	De Género										
Vida	Vida y Conocimiento	Luchas	Violencia, Maltrato	Bullying, Acoso, Intimidación										
Vida	Vida y Conocimiento	Luchas	Violencia, Maltrato	Sexual, Carnal										
Vida	Vida y Conocimiento	Luchas	Violencia, Maltrato	Económica, Comercial, Dinero, Plata										
Vida	Vida y Conocimiento	Luchas	Violencia, Maltrato	Verbal, Oral, Palabra										
Vida	Vida y Conocimiento	Luchas	Violencia, Maltrato	Física, Corporal										
Vida	Vida y Conocimiento	Luchas	Violencia, Maltrato	Psicológica, Psíquica, Psique, Mental										
Vida	Vida y Conocimiento	Luchas	Violencia, Maltrato	Familiar, Fliar, Parental										
Vida	Vida y Conocimiento	Luchas	Violencia, Maltrato	Social, Colectiva, Comunitaria										
Vida	Vida y Conocimiento	Luchas	Discriminación, Marginación, Exclusión	Laboral, Trabajo, Profesional										
Vida	Vida y Conocimiento	Luchas	Discriminación, Marginación, Exclusión	Racial, Etnico										
Vida	Vida y Conocimiento	Luchas	Discriminación, Marginación, Exclusión	Religiosa										
Vida	Vida y Conocimiento	Luchas	Discriminación, Marginación, Exclusión	Social, Clase										
Vida	Vida y Conocimiento	Luchas	Discriminación, Marginación, Exclusión	Discapacidad, Incapacidad, Invalidez, Inhabilidad										
Vida	Vida y Conocimiento	Luchas	Discriminación, Marginación, Exclusión	Género										
Vida	Vida y Conocimiento	Luchas	Pérdidas, Muerte, Fallecimiento, Defunción	Pareja, Amor, Novio, Novia, Esposa, Esposo										
Vida	Vida y Conocimiento	Luchas	Pérdidas, Muerte, Fallecimiento, Defunción	Familiar, Familia, Flia, Pariente	Papá, Padre, Progenitor									
Vida	Vida y Conocimiento	Luchas	Pérdidas, Muerte, Fallecimiento, Defunción	Familiar, Familia, Flia, Pariente	Mamá, Madre, Progenitora									
Vida	Vida y Conocimiento	Luchas	Pérdidas, Muerte, Fallecimiento, Defunción	Familiar, Familia, Flia, Pariente	Tío									
Vida	Vida y Conocimiento	Luchas	Pérdidas, Muerte, Fallecimiento, Defunción	Familiar, Familia, Flia, Pariente	Tía									
Vida	Vida y Conocimiento	Luchas	Pérdidas, Muerte, Fallecimiento, Defunción	Familiar, Familia, Flia, Pariente	Hermano									
Vida	Vida y Conocimiento	Luchas	Pérdidas, Muerte, Fallecimiento, Defunción	Familiar, Familia, Flia, Pariente	Hermana									
Vida	Vida y Conocimiento	Luchas	Pérdidas, Muerte, Fallecimiento, Defunción	Familiar, Familia, Flia, Pariente	Primo									
Vida	Vida y Conocimiento	Luchas	Pérdidas, Muerte, Fallecimiento, Defunción	Familiar, Familia, Flia, Pariente	Prima									
Vida	Vida y Conocimiento	Luchas	Pérdidas, Muerte, Fallecimiento, Defunción	Familiar, Familia, Flia, Pariente	Hijo									
Vida	Vida y Conocimiento	Luchas	Pérdidas, Muerte, Fallecimiento, Defunción	Familiar, Familia, Flia, Pariente	Hija									
Vida	Vida y Conocimiento	Luchas	Pérdidas, Muerte, Fallecimiento, Defunción	Familiar, Familia, Flia, Pariente	Nieto									
Vida	Vida y Conocimiento	Luchas	Pérdidas, Muerte, Fallecimiento, Defunción	Familiar, Familia, Flia, Pariente	Nieta									
Vida	Vida y Conocimiento	Luchas	Pérdidas, Muerte, Fallecimiento, Defunción	Familiar, Familia, Flia, Pariente	Abuela									
Vida	Vida y Conocimiento	Luchas	Pérdidas, Muerte, Fallecimiento, Defunción	Familiar, Familia, Flia, Pariente	Abuelo									
Vida	Vida y Conocimiento	Luchas	Pérdidas, Muerte, Fallecimiento, Defunción	Familiar, Familia, Flia, Pariente	Padrino, Compadre									
Vida	Vida y Conocimiento	Luchas	Pérdidas, Muerte, Fallecimiento, Defunción	Familiar, Familia, Flia, Pariente	Madrina, Comadre									
Vida	Vida y Conocimiento	Luchas	Pérdidas, Muerte, Fallecimiento, Defunción	Animal, Mascota	Perro									
Vida	Vida y Conocimiento	Luchas	Pérdidas, Muerte, Fallecimiento, Defunción	Animal, Mascota	Gato									
Vida	Vida y Conocimiento	Luchas	Pérdidas, Muerte, Fallecimiento, Defunción	Animal, Mascota	Aves, Pájaro,									
Vida	Vida y Conocimiento	Luchas	Pérdidas, Muerte, Fallecimiento, Defunción	Animal, Mascota	Hamster									
Vida	Vida y Conocimiento	Luchas	Pérdidas, Muerte, Fallecimiento, Defunción	Animal, Mascota	Tortuga									
Vida	Vida y Conocimiento	Luchas	Pérdidas, Muerte, Fallecimiento, Defunción	Animal, Mascota	Caballo, Yegua									
Vida	Vida y Conocimiento	Luchas	Pérdidas, Muerte, Fallecimiento, Defunción	Animal, Mascota	Conejo, Coneja									
Vida	Vida y Conocimiento	Luchas	Pérdidas, Muerte, Fallecimiento, Defunción	Animal, Mascota	Peces									
Vida	Vida y Conocimiento	Luchas	Enfermedades, Afección, Dolencia, Enfermo, Enferma, Paciente	Obesidad, Obeso, Obesos, Obesa, Obesas, Gordura, Gordo, Gordos, Gorda, Gordas										
Vida	Vida y Conocimiento	Luchas	Enfermedades, Afección, Dolencia, Enfermo, Enferma, Paciente	Depresión, Desánimo, Abatimiento, Desaliento, Postración										
Vida	Vida y Conocimiento	Luchas	Enfermedades, Afección, Dolencia, Enfermo, Enferma, Paciente	Bipolar, Desorden bipolar										
Vida	Vida y Conocimiento	Luchas	Enfermedades, Afección, Dolencia, Enfermo, Enferma, Paciente	Fobias, Repugnancia, Repulsión, Odio, Temor, Miedo, Pánico, Horror										
Vida	Vida y Conocimiento	Luchas	Enfermedades, Afección, Dolencia, Enfermo, Enferma, Paciente	Cáncer										
Vida	Vida y Conocimiento	Luchas	Enfermedades, Afección, Dolencia, Enfermo, Enferma, Paciente	Desorden de personalidad										
Vida	Vida y Conocimiento	Luchas	Enfermedades, Afección, Dolencia, Enfermo, Enferma, Paciente	Sida, HIV, VIH										
Vida	Vida y Conocimiento	Luchas	Enfermedades, Afección, Dolencia, Enfermo, Enferma, Paciente	Estrés postraumático, TEPT, 										
Vida	Vida y Conocimiento	Luchas	Enfermedades, Afección, Dolencia, Enfermo, Enferma, Paciente	Trastorno obsesivo compulsivo, TOC										
Vida	Vida y Conocimiento	Relaciones	Desamor, Corazones Rotos											
Vida	Vida y Conocimiento	Relaciones	Infidelidad, Infiel, Traición, Traidor, Deslealtad, Desleal, Engaño											
Vida	Vida y Conocimiento	Relaciones	Obsesiones											
Vida	Vida y Conocimiento	Relaciones	Citas, Encuentros											
Vida	Vida y Conocimiento	Relaciones	Separación, Divorcio											
Vida	Vida y Conocimiento	Relaciones	Primer amor, 1er amor											
Vida	Vida y Conocimiento	Relaciones	Amistad											
Vida	Vida y Conocimiento	Relaciones	Intimidad											
Vida	Vida y Conocimiento	Relaciones	Soledad											
Vida	Vida y Conocimiento	Relaciones	Relaciones de larga distancia											
Vida	Vida y Conocimiento	Relaciones	Matrimonio											
Vida	Vida y Conocimiento	Relaciones	Noviazgo											
Vida	Vida y Conocimiento	Relaciones	Compromiso, Boda, Casamiento											
Vida	Vida y Conocimiento	Relaciones	Amor, Romance											
Vida	Vida y Conocimiento	Relaciones	Soltería											
Vida	Vida y Conocimiento	Relaciones	LGBT											
Vida	Vida y Conocimiento	Relaciones	Sexualidad											
Vida	Vida y Conocimiento	Relaciones	Familiar, Familia, Flia, Pariente	Papá, Padre, Progenitor										
Vida	Vida y Conocimiento	Relaciones	Familiar, Familia, Flia, Pariente	Mamá, Madre, Progenitora										
Vida	Vida y Conocimiento	Relaciones	Familiar, Familia, Flia, Pariente	Tío										
Vida	Vida y Conocimiento	Relaciones	Familiar, Familia, Flia, Pariente	Tía										
Vida	Vida y Conocimiento	Relaciones	Familiar, Familia, Flia, Pariente	Hermano										
Vida	Vida y Conocimiento	Relaciones	Familiar, Familia, Flia, Pariente	Hermana										
Vida	Vida y Conocimiento	Relaciones	Familiar, Familia, Flia, Pariente	Primo										
Vida	Vida y Conocimiento	Relaciones	Familiar, Familia, Flia, Pariente	Prima										
Vida	Vida y Conocimiento	Relaciones	Familiar, Familia, Flia, Pariente	Hijo										
Vida	Vida y Conocimiento	Relaciones	Familiar, Familia, Flia, Pariente	Hija										
Vida	Vida y Conocimiento	Relaciones	Familiar, Familia, Flia, Pariente	Nieto										
Vida	Vida y Conocimiento	Relaciones	Familiar, Familia, Flia, Pariente	Nieta										
Vida	Vida y Conocimiento	Relaciones	Familiar, Familia, Flia, Pariente	Abuela										
Vida	Vida y Conocimiento	Relaciones	Familiar, Familia, Flia, Pariente	Abuelo										
Vida	Vida y Conocimiento	Relaciones	Familiar, Familia, Flia, Pariente	Padrino, Compadre										
Vida	Vida y Conocimiento	Relaciones	Familiar, Familia, Flia, Pariente	Madrina, Comadre										
Vida	Vida y Conocimiento	Relaciones	Familiar, Familia, Flia, Pariente	Familia política, Familiar político										
Vida	Vida y Conocimiento	Turismo	Viajes, Destinos											
Vida	Vida y Conocimiento	Turismo	Vuelos											
Vida	Vida y Conocimiento	Turismo	Cruceros, Barco											
Vida	Vida y Conocimiento	Turismo	Alojamientos, Hospedajes											
Vida	Vida y Conocimiento	Turismo	Excursiones, Paseos, Actividades											
Vida	Vida y Conocimiento	Turismo	Gastronomía, Comida, Restaurantes, Cocina											
Vida	Vida y Conocimiento	Turismo	Seguros, Seguros de viajero	Assist cards										
Vida	Vida y Conocimiento	Turismo	Seguros, Seguros de viajero	Universal Assistance										
Vida	Vida y Conocimiento	Turismo	Seguros, Seguros de viajero	Travel Ace										
Vida	Vida y Conocimiento	Turismo	Vacaciones, Vacacionar											
Vida	Vida y Conocimiento	Turismo	Rentacar, Renta auto											
Vida	Vida y Conocimiento	Vida	Comunidad, Sociedad											
Vida	Vida y Conocimiento	Vida	Maternidad											
Vida	Vida y Conocimiento	Vida	Paternidad											
Vida	Vida y Conocimiento	Vida	Crianza											
Vida	Vida y Conocimiento	Vida	Juventud, Adolescencia											
Vida	Vida y Conocimiento	Vida	Creencias											
Vida	Vida y Conocimiento	Vida	Religión											
Vida	Vida y Conocimiento	Vida	Espiritualidad											
Vida	Vida y Conocimiento	Vida	Política	Elecciones										
Vida	Vida y Conocimiento	Vida	Política	Gobierno										
Vida	Vida y Conocimiento	Vida	Política	Inmigración										
Vida	Vida y Conocimiento	Vida	Política	Leyes										
Vida	Vida y Conocimiento	Vida	Política	Participación ciudadana										
Vida	Vida y Conocimiento	Vida	Trabajo, Laburo, Labor, Ocupación, Oficio, Chamba											
Vida	Vida y Conocimiento	Vida	Negocios											
Vida	Vida y Conocimiento	Vida	Educación, Enseñanza, APrendizaje											
Vida	Vida y Conocimiento	Vida	Sueños											
